series,season,episode,episode_code,bool_response,explanation
H,2,3,HS02E03,Yes,"There are multiple explicit and implicit references to racism, racial prejudice, and discrimination in these subtitles. For example, there is a conversation about a blood pressure medication targeted to African-Americans, with skepticism about whether the studies are trustworthy and a discussion about the history of medical racism and exploitation ('I've had white people lying to me for 60 years', 'cheap meningitis drugs they're pawning off in Africa', 'slave master thought they were doing the black man a favor', 'Good one, massa'). There is also the use of the term 'Oreo' as a racial slur, and a character's suspicion about being prescribed a 'racist drug.' These references show both explicit and implicit engagement with issues of racism and racial prejudice."
H,2,4,HS02E04,No,
H,2,5,HS02E05,Yes,"There are both explicit and implicit references to race and racial bias in the subtitles. Explicitly, the patient's race is mentioned as a diagnostic factor: 'He's black. I'm assuming he's not just really dirty, but is of African descent, which means he'd have a lower white count.' This line both references the patient's race and uses a potentially insensitive joke. Additionally, the patient's grandfather is noted to have served 'in an all-black tank battalion under Patton,' referencing historical racial segregation in the military. There are also implicit references to socioeconomic status and assumptions about the patient's background, such as the father's concern about his son accepting things from 'rich friends' and wanting him to 'remember who he is, where he came from.' The father's belief that claiming a better job title would lead to better treatment for his son ('The better my job, the better my son gets treated') suggests an awareness of bias, potentially including racial or class-based discrimination. These elements together indicate that the topic of racism, racial discrimination, or racial prejudice is present or implied in the episode."
H,2,6,HS02E06,No,
H,2,7,HS02E07,Yes,"There are several implicit and explicit references to prejudice and discrimination, particularly around sexual orientation and HIV/AIDS, which often intersect with issues of stigma and social bias similar to racial prejudice. The most direct reference to bigotry is when House accuses Kalvin's father of being a bigot for throwing his son out, referencing the difficulty of 'bragging to your hunting buddies that your son knows all the words to The Wiz,' which is a coded reference to both race and sexuality (The Wiz being a musical with a predominantly Black cast). While the primary focus is on homophobia and HIV stigma, the mention of 'brothers on the down-low' and the dialogue about condom use among Black men ('Brothers on the down-low got to') brings in racialized stereotypes and implicit racial dynamics. Additionally, there are references to systemic issues, such as the hospital's legal department potentially blaming a female doctor for contracting HIV by assuming she's a 'drug user or tramp,' which, while more about gender, can overlap with racialized assumptions in healthcare. Given these implicit references and the guideline to answer 'Yes' if there is any doubt, the answer is Yes."
H,2,8,HS02E08,No,
H,2,9,HS02E09,Yes,"There are several implicit and explicit references to race and racial prejudice in the subtitles. Most notably, there is a conversation about why Dr. Foreman, a Black doctor, was chosen to be in charge, with a character sarcastically suggesting it was because 'she wanted someone black.' Additionally, House refers to Foreman as 'Blackpoleon Blackaparte,' a play on Napoleon Bonaparte that highlights Foreman's race in a mocking way. These references indicate the presence of racial dynamics and bias in the workplace, even if not always overtly hostile. There is also a brief mention of sickle cell disease and the stereotype that it only affects Black people, which is corrected but still brings up racial assumptions in medicine."
H,2,10,HS02E10,No,
H,2,11,HS02E11,No,
H,2,12,HS02E12,No,
H,2,13,HS02E13,No,
H,2,14,HS02E14,Yes,"There is an explicit discussion about organ transplant criteria, where one character sarcastically brings up racial disparities in life expectancy and suggests that African-Americans die younger and would be deprioritized for transplants. This is a direct reference to systemic racial inequalities in healthcare and resource allocation, and the conversation uses the word 'racist' to challenge the fairness of such criteria. This constitutes both an explicit and implicit mention of racism and racial prejudice."
H,2,15,HS02E15,No,
H,2,16,HS02E16,No,
H,2,17,HS02E17,No,
H,2,18,HS02E18,No,
H,2,19,HS02E19,No,
H,2,20,HS02E20,Yes,"There are several implicit references to racism and racial prejudice. The character Foreman, who is Black, is accused of having 'repressed black anger' by House, which is a racially charged stereotype. There is also a discussion about Foreman not liking cops, and House questions whether it's due to his race. Additionally, Foreman is treated with suspicion and his motives are questioned in a way that suggests racial bias. These interactions imply the presence of racial prejudice and stereotypes, even though the topic is not discussed explicitly."
H,2,21,HS02E21,Yes,"There are both explicit and implicit references to race and racial disparities. For example, House explicitly states, 'Foreman's black,' and discusses how certain diseases affect black people more than whites, listing conditions like lupus, gout, glaucoma, etc. There is also a joke where House refers to himself as 'Honky,' which is a racial term. Additionally, the dynamic between Foreman (a Black doctor) and his colleagues, as well as the mention of 'Dr. Bling' as a pet name, could be interpreted as referencing racial stereotypes or microaggressions. The episode also explores how race may affect medical diagnosis and treatment, which touches on systemic inequalities."
